timestamp,user,image_file,true_region,prompt_type,selected_region,is_correct
2025-12-09 06:28:36,Terabarun,saitama_complex_005.png,saitama,complex,saitama,1
2025-12-09 06:28:40,Terabarun,miyazaki_complex_004.png,miyazaki,complex,saga,0
2025-12-09 06:28:46,Terabarun,shiga_simple_008.png,shiga,simple,nara,0
2025-12-09 06:28:48,Terabarun,miyazaki_simple_007.png,miyazaki,simple,nara,0
2025-12-09 06:28:49,Terabarun,shiga_complex_005.png,shiga,complex,shiga,1
2025-12-09 06:28:51,Terabarun,nara_complex_006.png,nara,complex,nara,1
2025-12-09 06:28:54,Terabarun,shiga_simple_009.png,shiga,simple,saitama,0
2025-12-09 06:28:56,Terabarun,saitama_simple_009.png,saitama,simple,saitama,1
2025-12-09 06:28:59,Terabarun,saga_simple_004.png,saga,simple,saga,1
2025-12-09 06:29:01,Terabarun,saga_simple_009.png,saga,simple,saitama,0
2025-12-09 06:29:03,Terabarun,shiga_simple_004.png,shiga,simple,saga,0
2025-12-09 06:29:04,Terabarun,miyazaki_simple_005.png,miyazaki,simple,saitama,0
2025-12-09 06:29:06,Terabarun,shiga_complex_002.png,shiga,complex,shiga,1
2025-12-09 06:29:08,Terabarun,saga_simple_003.png,saga,simple,saga,1
2025-12-09 06:29:10,Terabarun,osaka_complex_006.png,osaka,complex,osaka,1
2025-12-09 06:29:12,Terabarun,saga_complex_002.png,saga,complex,saga,1
2025-12-09 06:29:16,Terabarun,osaka_complex_004.png,osaka,complex,nara,0
2025-12-09 06:29:17,Terabarun,saga_complex_006.png,saga,complex,saga,1
2025-12-09 06:29:19,Terabarun,shiga_complex_001.png,shiga,complex,shiga,1
2025-12-09 06:29:22,Terabarun,miyazaki_simple_001.png,miyazaki,simple,saitama,0
2025-12-09 06:29:26,Terabarun,nara_complex_001.png,nara,complex,shiga,0
2025-12-09 06:29:27,Terabarun,shiga_complex_003.png,shiga,complex,shiga,1
2025-12-09 06:29:33,Terabarun,osaka_simple_010.png,osaka,simple,nara,0
2025-12-09 06:29:34,Terabarun,saitama_simple_007.png,saitama,simple,saitama,1
2025-12-09 06:29:41,Terabarun,shiga_simple_002.png,shiga,simple,nara,0
2025-12-09 06:29:43,Terabarun,miyazaki_complex_007.png,miyazaki,complex,saga,0
2025-12-09 06:29:47,Terabarun,shiga_simple_003.png,shiga,simple,miyazaki,0
2025-12-09 06:29:49,Terabarun,saitama_simple_010.png,saitama,simple,saitama,1
2025-12-09 06:29:51,Terabarun,osaka_complex_001.png,osaka,complex,osaka,1
2025-12-09 06:29:55,Terabarun,nara_complex_002.png,nara,complex,nara,1
2025-12-09 06:29:57,Terabarun,saga_complex_008.png,saga,complex,saga,1
2025-12-09 06:29:59,Terabarun,shiga_simple_006.png,shiga,simple,saitama,0
2025-12-09 06:30:00,Terabarun,osaka_complex_008.png,osaka,complex,osaka,1
2025-12-09 06:30:03,Terabarun,nara_simple_006.png,nara,simple,saitama,0
2025-12-09 06:30:05,Terabarun,nara_complex_009.png,nara,complex,miyazaki,0
2025-12-09 06:30:07,Terabarun,shiga_complex_008.png,shiga,complex,shiga,1
2025-12-09 06:30:10,Terabarun,saga_simple_002.png,saga,simple,saitama,0
2025-12-09 06:30:12,Terabarun,nara_complex_008.png,nara,complex,osaka,0
2025-12-09 06:30:14,Terabarun,nara_simple_010.png,nara,simple,nara,1
2025-12-09 06:30:20,Terabarun,saitama_simple_001.png,saitama,simple,shiga,0
2025-12-09 06:30:22,Terabarun,osaka_simple_005.png,osaka,simple,miyazaki,0
2025-12-09 06:30:24,Terabarun,nara_complex_010.png,nara,complex,shiga,0
2025-12-09 06:30:25,Terabarun,saitama_complex_010.png,saitama,complex,saitama,1
2025-12-09 06:30:28,Terabarun,nara_simple_004.png,nara,simple,miyazaki,0
2025-12-09 06:30:30,Terabarun,saitama_complex_003.png,saitama,complex,saitama,1
2025-12-09 06:30:31,Terabarun,osaka_complex_005.png,osaka,complex,osaka,1
2025-12-09 06:30:39,Terabarun,saga_simple_001.png,saga,simple,saga,1
2025-12-09 06:30:40,Terabarun,saga_simple_008.png,saga,simple,saga,1
2025-12-09 06:30:42,Terabarun,saga_complex_005.png,saga,complex,saga,1
2025-12-09 06:30:44,Terabarun,saitama_complex_007.png,saitama,complex,saitama,1
2025-12-09 06:30:48,Terabarun,osaka_simple_003.png,osaka,simple,nara,0
2025-12-09 06:30:51,Terabarun,saga_simple_010.png,saga,simple,saga,1
2025-12-09 06:30:54,Terabarun,miyazaki_simple_002.png,miyazaki,simple,saitama,0
