timestamp,user,image_file,true_region,prompt_type,selected_region,is_correct
2025-12-09 06:00:50,oiwane,saitama_complex_002.png,saitama,complex,saitama,1
2025-12-09 06:00:54,oiwane,nara_complex_004.png,nara,complex,miyazaki,0
2025-12-09 06:01:27,oiwane,miyazaki_complex_006.png,miyazaki,complex,shiga,0
2025-12-09 06:01:43,oiwane,osaka_complex_008.png,osaka,complex,osaka,1
2025-12-09 06:01:50,oiwane,osaka_complex_001.png,osaka,complex,shiga,0
2025-12-09 06:03:18,oiwane,nara_simple_007.png,nara,simple,miyazaki,0
2025-12-09 06:03:20,oiwane,nara_simple_001.png,nara,simple,miyazaki,0
2025-12-09 06:03:45,oiwane,nara_complex_010.png,nara,complex,miyazaki,0
2025-12-09 06:04:04,oiwane,miyazaki_complex_008.png,miyazaki,complex,nara,0
2025-12-09 06:04:09,oiwane,nara_complex_008.png,nara,complex,miyazaki,0
2025-12-09 06:04:16,oiwane,shiga_complex_005.png,shiga,complex,shiga,1
2025-12-09 06:04:19,oiwane,saitama_simple_007.png,saitama,simple,saitama,1
2025-12-09 06:04:34,oiwane,osaka_simple_008.png,osaka,simple,osaka,1
2025-12-09 06:04:43,oiwane,shiga_simple_001.png,shiga,simple,nara,0
2025-12-09 06:04:47,oiwane,osaka_simple_002.png,osaka,simple,shiga,0
2025-12-09 06:04:49,oiwane,osaka_simple_003.png,osaka,simple,shiga,0
2025-12-09 06:04:51,oiwane,saitama_simple_006.png,saitama,simple,saitama,1
2025-12-09 06:05:09,oiwane,saga_simple_005.png,saga,simple,osaka,0
2025-12-09 06:05:11,oiwane,saga_simple_010.png,saga,simple,osaka,0
2025-12-09 06:05:20,oiwane,shiga_complex_001.png,shiga,complex,shiga,1
2025-12-09 06:05:23,oiwane,nara_complex_001.png,nara,complex,shiga,0
2025-12-09 06:05:49,oiwane,shiga_simple_005.png,shiga,simple,osaka,0
2025-12-09 06:05:56,oiwane,nara_complex_003.png,nara,complex,miyazaki,0
2025-12-09 06:06:01,oiwane,shiga_complex_006.png,shiga,complex,shiga,1
2025-12-09 06:06:04,oiwane,osaka_simple_005.png,osaka,simple,osaka,1
2025-12-09 06:06:11,oiwane,saga_complex_001.png,saga,complex,saga,1
2025-12-09 06:06:27,oiwane,osaka_complex_009.png,osaka,complex,miyazaki,0
2025-12-09 06:06:29,oiwane,shiga_complex_008.png,shiga,complex,saitama,0
2025-12-09 06:06:32,oiwane,shiga_simple_007.png,shiga,simple,osaka,0
2025-12-09 06:06:33,oiwane,saitama_complex_006.png,saitama,complex,saitama,1
2025-12-09 06:06:35,oiwane,saitama_simple_009.png,saitama,simple,saitama,1
2025-12-09 06:06:38,oiwane,osaka_simple_006.png,osaka,simple,osaka,1
2025-12-09 06:06:40,oiwane,saga_simple_004.png,saga,simple,osaka,0
2025-12-09 06:06:59,oiwane,miyazaki_complex_004.png,miyazaki,complex,saga,0
2025-12-09 06:07:07,oiwane,osaka_complex_007.png,osaka,complex,nara,0
2025-12-09 06:07:13,oiwane,miyazaki_simple_008.png,miyazaki,simple,miyazaki,1
2025-12-09 06:07:15,oiwane,saga_simple_002.png,saga,simple,osaka,0
2025-12-09 06:07:39,oiwane,shiga_complex_007.png,shiga,complex,shiga,1
2025-12-09 06:07:41,oiwane,osaka_simple_010.png,osaka,simple,osaka,1
2025-12-09 06:07:44,oiwane,osaka_simple_009.png,osaka,simple,osaka,1
2025-12-09 06:07:47,oiwane,saga_complex_005.png,saga,complex,saga,1
2025-12-09 06:07:49,oiwane,saitama_complex_003.png,saitama,complex,saitama,1
2025-12-09 06:08:07,oiwane,nara_simple_005.png,nara,simple,shiga,0
2025-12-09 06:08:15,oiwane,shiga_simple_008.png,shiga,simple,nara,0
2025-12-09 06:08:18,oiwane,nara_simple_008.png,nara,simple,nara,1
2025-12-09 06:08:22,oiwane,osaka_complex_010.png,osaka,complex,nara,0
2025-12-09 06:08:23,oiwane,saitama_complex_008.png,saitama,complex,saitama,1
2025-12-09 06:08:41,oiwane,miyazaki_complex_001.png,miyazaki,complex,miyazaki,1
2025-12-09 06:08:46,oiwane,shiga_complex_009.png,shiga,complex,shiga,1
2025-12-09 06:08:58,oiwane,nara_complex_006.png,nara,complex,nara,1
2025-12-09 06:09:10,oiwane,nara_simple_010.png,nara,simple,shiga,0
2025-12-09 06:09:12,oiwane,miyazaki_simple_005.png,miyazaki,simple,shiga,0
2025-12-09 06:09:22,oiwane,miyazaki_complex_003.png,miyazaki,complex,miyazaki,1
2025-12-09 06:09:24,oiwane,saitama_simple_002.png,saitama,simple,saitama,1
2025-12-09 06:09:40,oiwane,nara_complex_007.png,nara,complex,shiga,0
2025-12-09 06:09:49,oiwane,miyazaki_complex_005.png,miyazaki,complex,shiga,0
2025-12-09 06:09:53,oiwane,shiga_complex_003.png,shiga,complex,osaka,0
2025-12-09 06:10:01,oiwane,saga_simple_007.png,saga,simple,osaka,0
2025-12-09 06:10:03,oiwane,saitama_simple_010.png,saitama,simple,saitama,1
2025-12-09 06:10:19,oiwane,miyazaki_complex_007.png,miyazaki,complex,saitama,0
2025-12-09 06:10:20,oiwane,saitama_simple_004.png,saitama,simple,saitama,1
2025-12-09 06:10:22,oiwane,saitama_simple_001.png,saitama,simple,osaka,0
2025-12-09 06:10:24,oiwane,saitama_complex_005.png,saitama,complex,saitama,1
2025-12-09 06:10:36,oiwane,shiga_simple_004.png,shiga,simple,saga,0
2025-12-09 06:10:41,oiwane,miyazaki_simple_004.png,miyazaki,simple,osaka,0
2025-12-09 06:10:46,oiwane,saga_complex_002.png,saga,complex,saga,1
2025-12-09 06:10:58,oiwane,shiga_complex_010.png,shiga,complex,osaka,0
2025-12-09 06:11:21,oiwane,miyazaki_simple_003.png,miyazaki,simple,miyazaki,1
2025-12-09 06:11:30,oiwane,nara_simple_004.png,nara,simple,shiga,0
2025-12-09 06:11:32,oiwane,saga_simple_008.png,saga,simple,osaka,0
2025-12-09 06:11:36,oiwane,shiga_simple_010.png,shiga,simple,osaka,0
2025-12-09 06:11:51,oiwane,shiga_complex_004.png,shiga,complex,osaka,0
2025-12-09 06:11:53,oiwane,saga_complex_004.png,saga,complex,saga,1
2025-12-09 06:11:59,oiwane,miyazaki_complex_009.png,miyazaki,complex,miyazaki,1
2025-12-09 06:12:11,oiwane,miyazaki_complex_010.png,miyazaki,complex,osaka,0
2025-12-09 06:12:13,oiwane,saga_simple_006.png,saga,simple,osaka,0
2025-12-09 06:12:15,oiwane,saitama_complex_010.png,saitama,complex,saitama,1
2025-12-09 06:12:27,oiwane,shiga_complex_002.png,shiga,complex,nara,0
2025-12-09 06:12:30,oiwane,saga_complex_009.png,saga,complex,saga,1
2025-12-09 06:12:35,oiwane,nara_simple_003.png,nara,simple,osaka,0
2025-12-09 06:12:44,oiwane,nara_simple_002.png,nara,simple,nara,1
2025-12-09 06:12:48,oiwane,miyazaki_simple_002.png,miyazaki,simple,miyazaki,1
2025-12-09 06:12:55,oiwane,saga_complex_007.png,saga,complex,saga,1
2025-12-09 06:12:58,oiwane,saga_simple_001.png,saga,simple,osaka,0
2025-12-09 06:12:59,oiwane,saitama_complex_001.png,saitama,complex,saitama,1
2025-12-09 06:13:04,oiwane,shiga_simple_006.png,shiga,simple,osaka,0
2025-12-09 06:13:06,oiwane,saitama_complex_009.png,saitama,complex,saitama,1
2025-12-09 06:13:10,oiwane,saga_simple_009.png,saga,simple,osaka,0
2025-12-09 06:13:24,oiwane,osaka_simple_001.png,osaka,simple,osaka,1
2025-12-09 06:13:30,oiwane,nara_simple_006.png,nara,simple,miyazaki,0
2025-12-09 06:13:39,oiwane,osaka_complex_006.png,osaka,complex,nara,0
